requirement,hlj_id,dropped_tag
req-019,REQ-019-HLJ-Chunk_1-Item_9-v1.0,[INFERRED] guidance
req-019,REQ-019-HLJ-Chunk_1-Item_10-v1.0,[INFERRED] education
req-026,REQ-026-HLJ-Chunk_1-Item_2-v1.0,[INFERRED] behavioral-intelligence
req-026,REQ-026-HLJ-Chunk_1-Item_3-v1.0,usability
req-026,REQ-026-HLJ-Chunk_1-Item_3-v1.0,[INFERRED] embedded-ui
req-026,REQ-026-HLJ-Chunk_1-Item_4-v1.0,usability
req-026,REQ-026-HLJ-Chunk_1-Item_5-v1.0,[INFERRED] synchronization
req-026,REQ-026-HLJ-Chunk_1-Item_6-v1.0,[INFERRED] prioritization
req-026,REQ-026-HLJ-Chunk_1-Item_7-v1.0,usability
req-026,REQ-026-HLJ-Chunk_2-Item_2-v1.0,[INFERRED] integration
req-026,REQ-026-HLJ-Chunk_2-Item_3-v1.0,[INFERRED] auditability
req-026,REQ-026-HLJ-Chunk_2-Item_4-v1.0,[INFERRED] automation
req-026,REQ-026-HLJ-Chunk_2-Item_5-v1.0,[INFERRED] compliance
req-026,REQ-026-HLJ-Chunk_2-Item_6-v1.0,[INFERRED] automation
req-018,REQ-018-HLJ-Chunk_1-Item_1-v1.0,[INFERRED] UI
req-018,REQ-018-HLJ-Chunk_1-Item_3-v1.0,automation
req-018,REQ-018-HLJ-Chunk_1-Item_5-v1.0,concurrency
req-018,REQ-018-HLJ-Chunk_1-Item_5-v1.0,locking
req-018,REQ-018-HLJ-Chunk_1-Item_7-v1.0,filtering
req-018,REQ-018-HLJ-Chunk_1-Item_8-v1.0,analytics
req-018,REQ-018-HLJ-Chunk_1-Item_9-v1.0,edge-case
req-027,REQ-027-HLJ-Chunk_1-Item_1-v1.0,[INFERRED] engine
req-027,REQ-027-HLJ-Chunk_1-Item_3-v1.0,[INFERRED] tooling
req-027,REQ-027-HLJ-Chunk_1-Item_4-v1.0,[INFERRED] flexibility
req-027,REQ-027-HLJ-Chunk_1-Item_7-v1.0,mirror
req-027,REQ-027-HLJ-Chunk_1-Item_7-v1.0,[INFERRED] QA
req-027,REQ-027-HLJ-Chunk_1-Item_8-v1.0,[INFERRED] accessibility
req-027,REQ-027-HLJ-Chunk_1-Item_9-v1.0,logging
req-027,REQ-027-HLJ-Chunk_1-Item_9-v1.0,auditing
req-027,REQ-027-HLJ-Chunk_1-Item_9-v1.0,[INFERRED] traceability
req-027,REQ-027-HLJ-Chunk_2-Item_1-v1.0,training
req-027,REQ-027-HLJ-Chunk_2-Item_1-v1.0,[INFERRED] compliance
req-027,REQ-027-HLJ-Chunk_2-Item_2-v1.0,[INFERRED] compliance
req-020,REQ-020-HLJ-Chunk_1-Item_1-v1.0,[INFERRED] security
req-020,REQ-020-HLJ-Chunk_1-Item_2-v1.0,[INFERRED] onboarding
req-020,REQ-020-HLJ-Chunk_1-Item_4-v1.0,usability
req-020,REQ-020-HLJ-Chunk_1-Item_5-v1.0,usability
req-020,REQ-020-HLJ-Chunk_1-Item_7-v1.0,logging
req-020,REQ-020-HLJ-Chunk_1-Item_9-v1.0,usability
req-020,REQ-020-HLJ-Chunk_1-Item_10-v1.0,usability
req-029,REQ-029-HLJ-Chunk_1-Item_1-v1.0,logging
req-029,REQ-029-HLJ-Chunk_1-Item_1-v1.0,[INFERRED] traceability
req-029,REQ-029-HLJ-Chunk_1-Item_2-v1.0,logging
req-029,REQ-029-HLJ-Chunk_1-Item_2-v1.0,[INFERRED] session-tracking
req-029,REQ-029-HLJ-Chunk_1-Item_3-v1.0,usability
req-029,REQ-029-HLJ-Chunk_1-Item_3-v1.0,[INFERRED] query-interface
req-029,REQ-029-HLJ-Chunk_1-Item_4-v1.0,usability
req-029,REQ-029-HLJ-Chunk_1-Item_4-v1.0,[INFERRED] advanced-filtering
req-029,REQ-029-HLJ-Chunk_1-Item_5-v1.0,[INFERRED] role-consistency
req-029,REQ-029-HLJ-Chunk_1-Item_6-v1.0,[INFERRED] anomaly-detection
req-029,REQ-029-HLJ-Chunk_1-Item_7-v1.0,[INFERRED] data-integrity
req-029,REQ-029-HLJ-Chunk_1-Item_8-v1.0,[INFERRED] periodic-summaries
req-029,REQ-029-HLJ-Chunk_1-Item_9-v1.0,[INFERRED] data-retention
req-029,REQ-029-HLJ-Chunk_1-Item_10-v1.0,[INFERRED] regulatory
req-016,REQ-016-HLJ-Chunk_1-Item_3-v1.0,maintainability
req-016,REQ-016-HLJ-Chunk_1-Item_4-v1.0,usability
req-016,REQ-016-HLJ-Chunk_1-Item_6-v1.0,usability
req-016,REQ-016-HLJ-Chunk_1-Item_7-v1.0,usability
req-016,REQ-016-HLJ-Chunk_1-Item_10-v1.0,maintainability
req-016,REQ-016-HLJ-Chunk_1-Item_10-v1.0,usability
req-011,REQ-011-HLJ-Chunk_1-Item_1-v1.0,[INFERRED] compliance
req-011,REQ-011-HLJ-Chunk_1-Item_2-v1.0,decisioning
req-011,REQ-011-HLJ-Chunk_1-Item_2-v1.0,[INFERRED] compliance
req-011,REQ-011-HLJ-Chunk_1-Item_4-v1.0,usability
req-011,REQ-011-HLJ-Chunk_1-Item_4-v1.0,[INFERRED] compliance
req-011,REQ-011-HLJ-Chunk_1-Item_5-v1.0,revalidation
req-011,REQ-011-HLJ-Chunk_1-Item_5-v1.0,[INFERRED] compliance
req-011,REQ-011-HLJ-Chunk_1-Item_6-v1.0,[INFERRED] compliance
req-011,REQ-011-HLJ-Chunk_1-Item_8-v1.0,usability
req-011,REQ-011-HLJ-Chunk_1-Item_9-v1.0,usability
req-011,REQ-011-HLJ-Chunk_2-Item_1-v1.0,[INFERRED] privacy
req-011,REQ-011-HLJ-Chunk_2-Item_2-v1.0,[INFERRED] traceability
