req_id,hlj_id,present_models,missing_models,num_gpt41,num_opus4,num_meta70b,union_count,intersection_count,majority_count,agreement_score,disagreement_score,entropy,stable_tags,majority_tags,unique_gpt41,unique_opus4,unique_meta70b,opus4_precision,opus4_recall,opus4_f1,meta70b_precision,meta70b_recall,meta70b_f1
req-007,req-007-hlj-chunk_1-item_7-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] exception|aml|manualreview,compliance|matching|workflow,alerting|monitoring|security,0.0,0.0,0,0.0,0.0,0
req-007,req-007-hlj-chunk_1-item_8-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,compliance,[inferred] immutability|audit|security,manual|workflow,privacy|regulatory,0.0,0.0,0,0.0,0.0,0
req-007,req-007-hlj-chunk_1-item_9-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,compliance,[inferred] reporting|dashboard,audit|security,edge-cases|legal|support,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-007,req-007-hlj-chunk_2-item_1-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] compliance|encryption|security,compliance|dashboard|reporting,,0.0,0.0,0,,,
req-007,req-007-hlj-chunk_2-item_2-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,analytics|compliance|reporting,,,analytics|compliance|reporting,,,,,,,
req-007,req-007-hlj-chunk_2-item_3-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,communication|ui|ux,,,communication|ui|ux,,,,,,,
req-007,req-007-hlj-chunk_2-item_4-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,ui|ux|workflow,,,ui|ux|workflow,,,,,,,
req-007,req-007-hlj-chunk_2-item_5-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,compliance|encryption|security,,,compliance|encryption|security,,,,,,,
req-007,req-007-hlj-chunk_2-item_6-v1.0,opus4,gpt41|meta70b,0,4,0,4,4,0,1.0,0.0,0.0,[inferred] gdpr|compliance|data|privacy,,,[inferred] gdpr|compliance|data|privacy,,,,,,,
req-007,req-007-hlj-chunk_2-item_7-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,compliance|qa|testing,,,compliance|qa|testing,,,,,,,
req-007,req-007-hlj-chunk_2-item_8-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,alerting|compliance|monitoring,,,alerting|compliance|monitoring,,,,,,,
req-008,req-008-hlj-chunk_1-item_1-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,integration,[inferred] data-verification|gig-economy,api|uber,[inferred] platform connectivity|api integration|gig workers,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-008,req-008-hlj-chunk_1-item_10-v1.0,gpt41|opus4,meta70b,3,4,0,7,0,0,0.0,1.0,1.0,,,[inferred] regulation|compliance|privacy,[inferred] compliance|api|audit|logging,,0.0,0.0,0,,,
req-008,req-008-hlj-chunk_1-item_2-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] reconciliation|aggregation|data-normalization,api|doordash|integration,[inferred] income verification|eligibility rules|gig income,0.0,0.0,0,0.0,0.0,0
req-008,req-008-hlj-chunk_1-item_3-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] rules-engine|eligibility|risk,api|integration|upwork,aml|compliance|kyc,0.0,0.0,0,0.0,0.0,0
req-008,req-008-hlj-chunk_1-item_4-v1.0,gpt41|opus4|meta70b,,3,3,2,8,0,0,0.0,1.0,0.9182958340544896,,,[inferred] configurability|admin|rule-management,api|fiverr|integration,data connection|user experience,0.0,0.0,0,0.0,0.0,0
req-008,req-008-hlj-chunk_1-item_5-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] validation|edge-case|eligibility,aggregation|data|income,[inferred] data accuracy|earnings summary|user experience,0.0,0.0,0,0.0,0.0,0
req-008,req-008-hlj-chunk_1-item_6-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] compliance|aml|kyc,currency|data|normalization,,0.0,0.0,0,,,
req-008,req-008-hlj-chunk_1-item_7-v1.0,gpt41|opus4,meta70b,3,4,0,7,0,0,0.0,1.0,1.0,,,[inferred] anomaly-detection|detection|fraud,[inferred] compliance|consent|privacy|ux,,0.0,0.0,0,,,
req-008,req-008-hlj-chunk_1-item_8-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] transparency|consent|user-experience,api|documentation|integration,,0.0,0.0,0,,,
req-008,req-008-hlj-chunk_1-item_9-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] user-trust|dispute|user-interface,api|encryption|security,,0.0,0.0,0,,,
req-008,req-008-hlj-chunk_2-item_1-v1.0,gpt41|opus4,meta70b,3,4,0,7,0,0,0.0,1.0,1.0,,,[inferred] compliance|encryption|rbac,[inferred] analytics|eligibility|income|rules,,0.0,0.0,0,,,
req-008,req-008-hlj-chunk_2-item_2-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] compliance|dashboard|monitoring,eligibility|income|rules,,0.0,0.0,0,,,
req-008,req-008-hlj-chunk_2-item_3-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] compliance|audit|logging,admin|portal|rules,,0.0,0.0,0,,,
req-008,req-008-hlj-chunk_2-item_4-v1.0,gpt41|opus4,meta70b,3,3,0,5,1,1,0.2,0.8,0.8,edge-case,edge-case,[inferred] resilience|error-handling,eligibility|income,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,
req-008,req-008-hlj-chunk_2-item_5-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,currency|edge-case|income,,,currency|edge-case|income,,,,,,,
req-008,req-008-hlj-chunk_2-item_6-v1.0,opus4|meta70b,gpt41,0,3,3,5,1,1,0.2,0.8,0.8,compliance,compliance,,aml|kyc,[inferred] legal|regulations,,,,,,
req-008,req-008-hlj-chunk_2-item_7-v1.0,opus4|meta70b,gpt41,0,3,3,6,0,0,0.0,1.0,1.0,,,,compliance|identity|verification,[inferred] encryption|data protection|security,,,,,,
req-008,req-008-hlj-chunk_2-item_8-v1.0,opus4|meta70b,gpt41,0,4,3,7,0,0,0.0,1.0,1.0,,,,[inferred] ml|fraud|income|security,[inferred] reporting|compliance|monitoring,,,,,,
req-008,req-008-hlj-chunk_2-item_9-v1.0,meta70b,gpt41|opus4,0,0,3,3,3,0,1.0,0.0,0.0,[inferred] tracking|audit|logging,,,,[inferred] tracking|audit|logging,,,,,,
req-008,req-008-hlj-chunk_3-item_1-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,ui|ux|workflow,,,ui|ux|workflow,,,,,,,
req-008,req-008-hlj-chunk_3-item_2-v1.0,opus4,gpt41|meta70b,0,4,0,4,4,0,1.0,0.0,0.0,[inferred] api|connection|feedback|ux,,,[inferred] api|connection|feedback|ux,,,,,,,
req-008,req-008-hlj-chunk_3-item_3-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,display|earnings|ux,,,display|earnings|ux,,,,,,,
req-008,req-008-hlj-chunk_3-item_4-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,dashboard|monitoring|operations,,,dashboard|monitoring|operations,,,,,,,
req-008,req-008-hlj-chunk_3-item_5-v1.0,opus4,gpt41|meta70b,0,4,0,4,4,0,1.0,0.0,0.0,[inferred] lending|audit|compliance|dashboard,,,[inferred] lending|audit|compliance|dashboard,,,,,,,
req-008,req-008-hlj-chunk_3-item_6-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,alternative|edge-case|workflow,,,alternative|edge-case|workflow,,,,,,,
req-009,req-009-hlj-chunk_1-item_1-v1.0,gpt41|opus4|meta70b,,3,3,3,6,1,2,0.16666666666666666,0.8333333333333334,0.7652465283787414,ui,payments|ui,[inferred] usability|scheduled payments,scheduling,crossborder,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-009,req-009-hlj-chunk_1-item_10-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,compliance,[inferred] regulatory reporting|documentation,analytics|beta|feedback,audit|crossborder,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-009,req-009-hlj-chunk_1-item_2-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,fx,[inferred] risk management|locking,fx-rates|preview|ui,crossborder|lock,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-009,req-009-hlj-chunk_1-item_3-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,ui,[inferred] countdown|fx,fx-rates|rate-lock|timing,crossborder|payments,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-009,req-009-hlj-chunk_1-item_4-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,fx,[inferred] integrations|api,fx-rates|timer|ui,crossborder|integration,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-009,req-009-hlj-chunk_1-item_5-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,fx,[inferred] fallback|notifications,compliance|fx-rates|ui,crossborder|lock,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-009,req-009-hlj-chunk_1-item_6-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,payments,[inferred] traceability|audit|fx,scheduling|ui,crossborder|processing,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_1-item_7-v1.0,gpt41|opus4|meta70b,,3,3,3,7,0,2,0.0,1.0,0.9182958340544898,,cancellation|payments,[inferred] user confirmation|fx|validation,workflow,crossborder,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_1-item_8-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] cancellation|refund|scheduled payments,cancellation|payments|refunds,compliance|crossborder|risk,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_1-item_9-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] compliance|abuse prevention|fx,beta|deployment|feature-toggle,compliance|crossborder|regulation,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_2-item_1-v1.0,gpt41|opus4|meta70b,,2,4,4,10,0,0,0.0,1.0,0.9182958340544897,,,audit|compliance,[inferred] real-time|api|fx-rates|integration,[inferred] reminders|email|notifications|sms,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_2-item_10-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] implementation|delivery|modularity,,[inferred] implementation|delivery|modularity,,,,,,,,
req-009,req-009-hlj-chunk_2-item_2-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] messaging|notifications|usability,database|fx-rates|rate-lock,crossborder|dashboard|reporting,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_2-item_3-v1.0,gpt41|opus4|meta70b,,2,3,3,8,0,0,0.0,1.0,0.9182958340544896,,,compliance|dashboard,automation|fx-rates|payments,crossborder|edgecases|fx,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_2-item_4-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] outage-handling|availability|fx,database|fx-rates|metadata,beta|crossborder|rollout,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_2-item_5-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] retry|error handling|scheduled payments,database|fx-rates|timing,crossborder|delivery|ui,0.0,0.0,0,0.0,0.0,0
req-009,req-009-hlj-chunk_2-item_6-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] integrations|api|fx,availability|error-handling|fx-rates,,0.0,0.0,0,,,
req-009,req-009-hlj-chunk_2-item_7-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] reliability|compliance|sla,fx-rates|payments|validation,,0.0,0.0,0,,,
req-009,req-009-hlj-chunk_2-item_8-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] rollout|beta|usability,fx-rates|ui|workflow,,0.0,0.0,0,,,
req-009,req-009-hlj-chunk_2-item_9-v1.0,gpt41,opus4|meta70b,2,0,0,2,2,0,1.0,0.0,0.0,documentation|usability,,documentation|usability,,,,,,,,
req-009,req-009-hlj-chunk_3-item_1-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,compliance|fx-rates|risk,,,compliance|fx-rates|risk,,,,,,,
req-009,req-009-hlj-chunk_3-item_2-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,compliance|payments|regulation,,,compliance|payments|regulation,,,,,,,
req-009,req-009-hlj-chunk_3-item_3-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,compliance|documentation|payments,,,compliance|documentation|payments,,,,,,,
req-009,req-009-hlj-chunk_3-item_4-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,audit|compliance|logging,,,audit|compliance|logging,,,,,,,
req-009,req-009-hlj-chunk_3-item_5-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,messaging|notifications|payments,,,messaging|notifications|payments,,,,,,,
req-009,req-009-hlj-chunk_3-item_6-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,dashboard|monitoring|reporting,,,dashboard|monitoring|reporting,,,,,,,
req-009,req-009-hlj-chunk_3-item_7-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,automation|error-handling|payments,,,automation|error-handling|payments,,,,,,,
req-010,req-010-hlj-chunk_1-item_1-v1.0,gpt41|meta70b,opus4,3,0,3,5,1,1,0.2,0.8,0.8,dual-ledger,dual-ledger,operational|real-time,,operational-ledger|real-time posting,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-010,req-010-hlj-chunk_1-item_10-v1.0,gpt41|meta70b,opus4,3,0,3,6,0,0,0.0,1.0,1.0,,,[inferred] compliance|audit|workflow,,compliance|regulatory-standards|sox,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_1-item_2-v1.0,gpt41|meta70b,opus4,3,0,3,6,0,0,0.0,1.0,1.0,,,[inferred] compliance|regulatory|reporting,,dual-ledger|financial reporting|reporting-ledger,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_1-item_3-v1.0,gpt41|meta70b,opus4,2,0,3,5,0,0,0.0,1.0,1.0,,,metadata|synchronization,,logic development|phantom-balances|transaction-management,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_1-item_4-v1.0,gpt41|meta70b,opus4,2,0,3,5,0,0,0.0,1.0,1.0,,,phantom-balance|segregation,,batch-processing|ledger management|reconciliation,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_1-item_5-v1.0,gpt41|meta70b,opus4,2,0,3,5,0,0,0.0,1.0,1.0,,,lifecycle|phantom-balance,,scenario-based testing|test-plans|testing,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_1-item_6-v1.0,gpt41|meta70b,opus4,2,0,3,5,0,0,0.0,1.0,1.0,,,ui|visibility,,anomaly-detection|monitoring|real-time monitoring,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_1-item_7-v1.0,gpt41|meta70b,opus4,3,0,3,6,0,0,0.0,1.0,1.0,,,[inferred] reconciliation|batch|phantom-balance,,api-documentation|documentation|reconciliation,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_1-item_8-v1.0,gpt41|meta70b,opus4,2,0,3,5,0,0,0.0,1.0,1.0,,,exception|reporting,,audit-trails|immutable logging|security,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_1-item_9-v1.0,gpt41|meta70b,opus4,3,0,3,6,0,0,0.0,1.0,1.0,,,[inferred] reconciliation|mismatch|tooling,,access-control|role-based access|security,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_2-item_1-v1.0,gpt41|meta70b,opus4,3,0,3,6,0,0,0.0,1.0,1.0,,,[inferred] immutable|audit|logging,,[inferred] compliance|mismatch-detection|reconciliation,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_2-item_2-v1.0,gpt41|meta70b,opus4,3,0,2,5,0,0,0.0,1.0,1.0,,,[inferred] least-privilege|access-control|rbac,,reconciliation|resolution-workflows,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_2-item_3-v1.0,gpt41|meta70b,opus4,3,0,3,6,0,0,0.0,1.0,1.0,,,[inferred] compliance|pci-dss|sox,,[inferred] ledger-management|phantom-reversals|transaction-management,,,,0.0,0.0,0
req-010,req-010-hlj-chunk_2-item_4-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,conversion-logic|multi-currency,,,,conversion-logic|multi-currency,,,,,,
req-010,req-010-hlj-chunk_2-item_5-v1.0,meta70b,gpt41|opus4,0,0,3,3,3,0,1.0,0.0,0.0,[inferred] data-integrity|alerting|reconciliation,,,,[inferred] data-integrity|alerting|reconciliation,,,,,,
req-011,req-011-hlj-chunk_1-item_1-v1.0,gpt41|meta70b,opus4,3,0,3,4,2,2,0.5,0.5,0.5,[inferred] compliance|creditworthiness,[inferred] compliance|creditworthiness,integration,,checkout,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666
req-011,req-011-hlj-chunk_1-item_10-v1.0,gpt41,opus4|meta70b,2,0,0,2,2,0,1.0,0.0,0.0,compliance|consent,,compliance|consent,,,,,,,,
req-011,req-011-hlj-chunk_1-item_2-v1.0,gpt41|meta70b,opus4,3,0,2,4,1,1,0.25,0.75,0.75,emi,emi,[inferred] compliance|decisioning,,creditworthiness,,,,0.5,0.3333333333333333,0.4
req-011,req-011-hlj-chunk_1-item_3-v1.0,gpt41|meta70b,opus4,2,0,2,3,1,1,0.3333333333333333,0.6666666666666667,0.6666666666666666,performance,performance,creditworthiness,,checkout,,,,0.5,0.5,0.5
req-011,req-011-hlj-chunk_1-item_4-v1.0,gpt41|meta70b,opus4,3,0,2,5,0,0,0.0,1.0,1.0,,,[inferred] compliance|emi|usability,,creditworthiness|edgecases,,,,0.0,0.0,0
req-011,req-011-hlj-chunk_1-item_5-v1.0,gpt41|meta70b,opus4,3,0,2,5,0,0,0.0,1.0,1.0,,,[inferred] compliance|emi|revalidation,,overrides|support,,,,0.0,0.0,0
req-011,req-011-hlj-chunk_1-item_6-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] compliance|audit|override,,[inferred] compliance|audit|override,,,,,,,,
req-011,req-011-hlj-chunk_1-item_7-v1.0,gpt41,opus4|meta70b,2,0,0,2,2,0,1.0,0.0,0.0,emi|fallback,,emi|fallback,,,,,,,,
req-011,req-011-hlj-chunk_1-item_8-v1.0,gpt41,opus4|meta70b,2,0,0,2,2,0,1.0,0.0,0.0,emi|usability,,emi|usability,,,,,,,,
req-011,req-011-hlj-chunk_1-item_9-v1.0,gpt41,opus4|meta70b,2,0,0,2,2,0,1.0,0.0,0.0,compliance|usability,,compliance|usability,,,,,,,,
req-011,req-011-hlj-chunk_2-item_1-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] privacy|compliance|security,,[inferred] privacy|compliance|security,,,,,,,,
req-011,req-011-hlj-chunk_2-item_10-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,analytics|emi,,,,analytics|emi,,,,,,
req-011,req-011-hlj-chunk_2-item_2-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] traceability|audit|compliance,,[inferred] traceability|audit|compliance,,,,,,,,
req-011,req-011-hlj-chunk_2-item_3-v1.0,gpt41,opus4|meta70b,2,0,0,2,2,0,1.0,0.0,0.0,analytics|monitoring,,analytics|monitoring,,,,,,,,
req-011,req-011-hlj-chunk_2-item_6-v1.0,meta70b,gpt41|opus4,0,0,3,3,3,0,1.0,0.0,0.0,[inferred] transparency|disclosure|emi,,,,[inferred] transparency|disclosure|emi,,,,,,
req-011,req-011-hlj-chunk_2-item_7-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,calculator|emi,,,,calculator|emi,,,,,,
req-011,req-011-hlj-chunk_2-item_8-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,compliance|transparency,,,,compliance|transparency,,,,,,
req-011,req-011-hlj-chunk_2-item_9-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,compliance|consent,,,,compliance|consent,,,,,,
req-012,req-012-hlj-chunk_1-item_1-v1.0,gpt41|meta70b,opus4,3,0,3,5,1,1,0.2,0.8,0.8,gst,gst,[inferred] automation|rates,,provincial tax|taxation,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-012,req-012-hlj-chunk_1-item_10-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] automation|api|integration,,[inferred] automation|api|integration,,,,,,,,
req-012,req-012-hlj-chunk_1-item_2-v1.0,gpt41|meta70b,opus4,2,0,3,4,1,1,0.25,0.75,0.75,gst,gst,dual-tax,,dual-gst|provincial tax,,,,0.3333333333333333,0.5,0.4
req-012,req-012-hlj-chunk_1-item_3-v1.0,gpt41|meta70b,opus4,2,0,3,4,1,1,0.25,0.75,0.75,gst,gst,invoice,,invoicing|taxation,,,,0.3333333333333333,0.5,0.4
req-012,req-012-hlj-chunk_1-item_4-v1.0,gpt41|meta70b,opus4,3,0,3,5,1,1,0.2,0.8,0.8,gst,gst,[inferred] transparency|invoice,,invoicing|taxation,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-012,req-012-hlj-chunk_1-item_5-v1.0,gpt41|meta70b,opus4,2,0,3,4,1,1,0.25,0.75,0.75,gst,gst,multi-rate,,multiple tax rates|taxation,,,,0.3333333333333333,0.5,0.4
req-012,req-012-hlj-chunk_1-item_6-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] compliance|exemption|gst,,[inferred] compliance|exemption|gst,,,,,,,,
req-012,req-012-hlj-chunk_1-item_7-v1.0,gpt41,opus4|meta70b,2,0,0,2,2,0,1.0,0.0,0.0,gst|retroactive,,gst|retroactive,,,,,,,,
req-012,req-012-hlj-chunk_1-item_8-v1.0,gpt41,opus4|meta70b,2,0,0,2,2,0,1.0,0.0,0.0,fallback|gst,,fallback|gst,,,,,,,,
req-012,req-012-hlj-chunk_1-item_9-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] compliance|audit|logging,,[inferred] compliance|audit|logging,,,,,,,,
req-012,req-012-hlj-chunk_2-item_1-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] compliance|gst|reporting,,[inferred] compliance|gst|reporting,,,,,,,,
req-012,req-012-hlj-chunk_2-item_10-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,privacy|security,,,,privacy|security,,,,,,
req-012,req-012-hlj-chunk_2-item_2-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] compliance|audit|export,,[inferred] compliance|audit|export,,,,,,,,
req-012,req-012-hlj-chunk_2-item_3-v1.0,gpt41,opus4|meta70b,4,0,0,4,4,0,1.0,0.0,0.0,[inferred] compliance|gst|portal|usability,,[inferred] compliance|gst|portal|usability,,,,,,,,
req-012,req-012-hlj-chunk_2-item_6-v1.0,meta70b,gpt41|opus4,0,0,3,3,3,0,1.0,0.0,0.0,[inferred] compliance|exemptions|gst,,,,[inferred] compliance|exemptions|gst,,,,,,
req-012,req-012-hlj-chunk_2-item_7-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,fallback|gst,,,,fallback|gst,,,,,,
req-012,req-012-hlj-chunk_2-item_8-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,gst|reporting,,,,gst|reporting,,,,,,
req-012,req-012-hlj-chunk_2-item_9-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,compliance|gst,,,,compliance|gst,,,,,,
req-013,req-013-hlj-chunk_1-item_1-v1.0,gpt41|meta70b,opus4,3,0,2,5,0,0,0.0,1.0,1.0,,,[inferred] compliance|batch|engine,,batchprocessing|transactionmanagement,,,,0.0,0.0,0
req-013,req-013-hlj-chunk_1-item_10-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] monitoring|admin|dashboard,,[inferred] monitoring|admin|dashboard,,,,,,,,
req-013,req-013-hlj-chunk_1-item_2-v1.0,gpt41|meta70b,opus4,3,0,2,5,0,0,0.0,1.0,1.0,,,[inferred] traceability|audit|logging,,batchprocessing|logic,,,,0.0,0.0,0
req-013,req-013-hlj-chunk_1-item_3-v1.0,gpt41|meta70b,opus4,3,0,2,5,0,0,0.0,1.0,1.0,,,[inferred] flexibility|batch|scheduling,,failurehandling|rollback,,,,0.0,0.0,0
req-013,req-013-hlj-chunk_1-item_4-v1.0,gpt41|meta70b,opus4,3,0,2,5,0,0,0.0,1.0,1.0,,,[inferred] reliability|failure|rollback,,auditrail|reporting,,,,0.0,0.0,0
req-013,req-013-hlj-chunk_1-item_5-v1.0,gpt41|meta70b,opus4,3,0,2,5,0,0,0.0,1.0,1.0,,,[inferred] consistency|atomicity|rollback,,admindashboard|batchpayouts,,,,0.0,0.0,0
req-013,req-013-hlj-chunk_1-item_6-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] recovery|partial|retry,,[inferred] recovery|partial|retry,,,,,,,,
req-013,req-013-hlj-chunk_1-item_7-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] traceability|exception|logging,,[inferred] traceability|exception|logging,,,,,,,,
req-013,req-013-hlj-chunk_1-item_8-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] compliance|audit|logging,,[inferred] compliance|audit|logging,,,,,,,,
req-013,req-013-hlj-chunk_1-item_9-v1.0,gpt41,opus4|meta70b,3,0,0,3,3,0,1.0,0.0,0.0,[inferred] analytics|exception|reporting,,[inferred] analytics|exception|reporting,,,,,,,,
req-013,req-013-hlj-chunk_2-item_1-v1.0,gpt41|meta70b,opus4,3,0,3,6,0,0,0.0,1.0,1.0,,,[inferred] transparency|notification|status,,[inferred] riskmanagement|compliance|financialregulations,,,,0.0,0.0,0
